,Country_Name,Country_Code,Year,Region,Income_Group,Indicator_Name,Value
529,United States,USA,1993,North America,High income,Net Energy Use from Fossil Fuels,1725670225000.0
530,China,CHN,2006,East Asia & Pacific,Upper middle income,Net Energy Use from Fossil Fuels,1724778156000.0022
531,United States,USA,1992,North America,High income,Net Energy Use from Fossil Fuels,1685277128000.0
532,United States,USA,1991,North America,High income,Net Energy Use from Fossil Fuels,1654436625999.999
533,United States,USA,1990,North America,High income,Net Energy Use from Fossil Fuels,1655328693999.9998
534,China,CHN,2005,East Asia & Pacific,Upper middle income,Net Energy Use from Fossil Fuels,1560293231999.9966
535,China,CHN,2004,East Asia & Pacific,Upper middle income,Net Energy Use from Fossil Fuels,1393710588999.9968
536,China,CHN,2003,East Asia & Pacific,Upper middle income,Net Energy Use from Fossil Fuels,1199330401999.995
537,China,CHN,2002,East Asia & Pacific,Upper middle income,Net Energy Use from Fossil Fuels,1023919528999.9996
538,China,CHN,2001,East Asia & Pacific,Upper middle income,Net Energy Use from Fossil Fuels,947378987999.9995
539,China,CHN,2000,East Asia & Pacific,Upper middle income,Net Energy Use from Fossil Fuels,906280695999.9996
540,China,CHN,1999,East Asia & Pacific,Upper middle income,Net Energy Use from Fossil Fuels,873843488999.9995
541,China,CHN,1998,East Asia & Pacific,Upper middle income,Net Energy Use from Fossil Fuels,852888242999.9996
542,China,CHN,1996,East Asia & Pacific,Upper middle income,Net Energy Use from Fossil Fuels,847879811999.9996
543,China,CHN,1997,East Asia & Pacific,Upper middle income,Net Energy Use from Fossil Fuels,846441484000.0001
544,China,CHN,1995,East Asia & Pacific,Upper middle income,Net Energy Use from Fossil Fuels,819108184000.0004
545,China,CHN,1994,East Asia & Pacific,Upper middle income,Net Energy Use from Fossil Fuels,749441372999.9996
546,China,CHN,1993,East Asia & Pacific,Upper middle income,Net Energy Use from Fossil Fuels,710213354000.0004
547,Russian Federation,RUS,1990,Europe & Central Asia,Upper middle income,Net Energy Use from Fossil Fuels,821113734000.0001
548,China,CHN,1992,East Asia & Pacific,Upper middle income,Net Energy Use from Fossil Fuels,661379947999.9999
549,Russian Federation,RUS,1991,Europe & Central Asia,Upper middle income,Net Energy Use from Fossil Fuels,813483840999.9993
550,China,CHN,1990,East Asia & Pacific,Upper middle income,Net Energy Use from Fossil Fuels,659185725999.9998
551,China,CHN,1991,East Asia & Pacific,Upper middle income,Net Energy Use from Fossil Fuels,634540898999.9999
552,India,IND,2014,South Asia,Lower middle income,Net Energy Use from Fossil Fuels,606820953000.0
553,Russian Federation,RUS,1992,Europe & Central Asia,Upper middle income,Net Energy Use from Fossil Fuels,736537341000.0
554,India,IND,2013,South Asia,Lower middle income,Net Energy Use from Fossil Fuels,560882043000.0001
555,India,IND,2012,South Asia,Lower middle income,Net Energy Use from Fossil Fuels,549225824999.99994
556,Russian Federation,RUS,1993,Europe & Central Asia,Upper middle income,Net Energy Use from Fossil Fuels,694072543999.9994
557,Russian Federation,RUS,2012,Europe & Central Asia,Upper middle income,Net Energy Use from Fossil Fuels,672338636000.0001
558,Russian Federation,RUS,2013,Europe & Central Asia,Upper middle income,Net Energy Use from Fossil Fuels,652378485000.0004
559,India,IND,2011,South Asia,Lower middle income,Net Energy Use from Fossil Fuels,516497135000.00006
560,Russian Federation,RUS,2011,Europe & Central Asia,Upper middle income,Net Energy Use from Fossil Fuels,656240418000.0
561,Russian Federation,RUS,2014,Europe & Central Asia,Upper middle income,Net Energy Use from Fossil Fuels,655027769000.0007
562,India,IND,2010,South Asia,Lower middle income,Net Energy Use from Fossil Fuels,495004637000.00006
563,Russian Federation,RUS,2008,Europe & Central Asia,Upper middle income,Net Energy Use from Fossil Fuels,626141732999.9999
564,Russian Federation,RUS,2010,Europe & Central Asia,Upper middle income,Net Energy Use from Fossil Fuels,623204440000.0004
565,Russian Federation,RUS,2007,Europe & Central Asia,Upper middle income,Net Energy Use from Fossil Fuels,609028523000.0004
566,Russian Federation,RUS,2006,Europe & Central Asia,Upper middle income,Net Energy Use from Fossil Fuels,607773323000.0005
567,India,IND,2009,South Asia,Lower middle income,Net Energy Use from Fossil Fuels,471828007999.9998
568,Russian Federation,RUS,1994,Europe & Central Asia,Upper middle income,Net Energy Use from Fossil Fuels,608178599999.9999
569,Russian Federation,RUS,2005,Europe & Central Asia,Upper middle income,Net Energy Use from Fossil Fuels,591021879000.0005
570,Russian Federation,RUS,2004,Europe & Central Asia,Upper middle income,Net Energy Use from Fossil Fuels,587123845999.9999
571,Russian Federation,RUS,2009,Europe & Central Asia,Upper middle income,Net Energy Use from Fossil Fuels,583353063999.9999
572,Russian Federation,RUS,2003,Europe & Central Asia,Upper middle income,Net Energy Use from Fossil Fuels,586697622999.9995
573,Russian Federation,RUS,1995,Europe & Central Asia,Upper middle income,Net Energy Use from Fossil Fuels,587634662999.9991
574,Russian Federation,RUS,1996,Europe & Central Asia,Upper middle income,Net Energy Use from Fossil Fuels,581722302999.9994
575,Russian Federation,RUS,2001,Europe & Central Asia,Upper middle income,Net Energy Use from Fossil Fuels,568949903000.0004
576,Russian Federation,RUS,2002,Europe & Central Asia,Upper middle income,Net Energy Use from Fossil Fuels,565482836000.0004
577,Russian Federation,RUS,2000,Europe & Central Asia,Upper middle income,Net Energy Use from Fossil Fuels,564314542000.0002
578,Russian Federation,RUS,1999,Europe & Central Asia,Upper middle income,Net Energy Use from Fossil Fuels,556065803999.9995
579,India,IND,2008,South Asia,Lower middle income,Net Energy Use from Fossil Fuels,415554010000.0003
580,Russian Federation,RUS,1997,Europe & Central Asia,Upper middle income,Net Energy Use from Fossil Fuels,554253400999.9995
581,Russian Federation,RUS,1998,Europe & Central Asia,Upper middle income,Net Energy Use from Fossil Fuels,541593349999.9997
582,India,IND,2007,South Asia,Lower middle income,Net Energy Use from Fossil Fuels,389633578000.0
583,India,IND,2006,South Asia,Lower middle income,Net Energy Use from Fossil Fuels,362940362999.9997
584,Japan,JPN,2004,East Asia & Pacific,High income,Net Energy Use from Fossil Fuels,430930713000.0005
585,Japan,JPN,2005,East Asia & Pacific,High income,Net Energy Use from Fossil Fuels,423679020999.9998
586,Japan,JPN,2006,East Asia & Pacific,High income,Net Energy Use from Fossil Fuels,422175750000.0006
587,Japan,JPN,2000,East Asia & Pacific,High income,Net Energy Use from Fossil Fuels,417894514000.00024
588,India,IND,2005,South Asia,Lower middle income,Net Energy Use from Fossil Fuels,340610172999.9998
589,Japan,JPN,2007,East Asia & Pacific,High income,Net Energy Use from Fossil Fuels,428787055999.99994
590,Japan,JPN,2001,East Asia & Pacific,High income,Net Energy Use from Fossil Fuels,410784051000.0
591,Japan,JPN,1997,East Asia & Pacific,High income,Net Energy Use from Fossil Fuels,409360684000.0002
592,Japan,JPN,2002,East Asia & Pacific,High income,Net Energy Use from Fossil Fuels,416317294000.00024
593,Japan,JPN,1999,East Asia & Pacific,High income,Net Energy Use from Fossil Fuels,409497652000.00006
594,Japan,JPN,2003,East Asia & Pacific,High income,Net Energy Use from Fossil Fuels,425682111999.99963
595,Japan,JPN,1996,East Asia & Pacific,High income,Net Energy Use from Fossil Fuels,409421716000.0003
596,Japan,JPN,1998,East Asia & Pacific,High income,Net Energy Use from Fossil Fuels,396986766000.0
597,Japan,JPN,2010,East Asia & Pacific,High income,Net Energy Use from Fossil Fuels,403430639000.0002
598,India,IND,2004,South Asia,Lower middle income,Net Energy Use from Fossil Fuels,325753688999.9999
599,Japan,JPN,2008,East Asia & Pacific,High income,Net Energy Use from Fossil Fuels,411186451000.0005
600,Japan,JPN,1995,East Asia & Pacific,High income,Net Energy Use from Fossil Fuels,402266731999.99994
601,Japan,JPN,1994,East Asia & Pacific,High income,Net Energy Use from Fossil Fuels,397884887999.99976
602,India,IND,2003,South Asia,Lower middle income,Net Energy Use from Fossil Fuels,304281110999.9999
603,Japan,JPN,2009,East Asia & Pacific,High income,Net Energy Use from Fossil Fuels,382602270000.00037
604,Japan,JPN,2011,East Asia & Pacific,High income,Net Energy Use from Fossil Fuels,414342489999.9994
605,India,IND,2002,South Asia,Lower middle income,Net Energy Use from Fossil Fuels,296288914999.9997
606,Japan,JPN,1993,East Asia & Pacific,High income,Net Energy Use from Fossil Fuels,376184872999.9997
607,Japan,JPN,2013,East Asia & Pacific,High income,Net Energy Use from Fossil Fuels,430275404999.9997
608,Japan,JPN,1992,East Asia & Pacific,High income,Net Energy Use from Fossil Fuels,380671815000.00024
609,Japan,JPN,2012,East Asia & Pacific,High income,Net Energy Use from Fossil Fuels,427188041999.99945
610,India,IND,2001,South Asia,Lower middle income,Net Energy Use from Fossil Fuels,284643611000.00024
611,Japan,JPN,1991,East Asia & Pacific,High income,Net Energy Use from Fossil Fuels,371649846000.00024
612,Japan,JPN,2014,East Asia & Pacific,High income,Net Energy Use from Fossil Fuels,417040129999.9995
613,India,IND,2000,South Asia,Lower middle income,Net Energy Use from Fossil Fuels,280971445999.9998
614,Japan,JPN,1990,East Asia & Pacific,High income,Net Energy Use from Fossil Fuels,370929750000.00055
615,India,IND,1999,South Asia,Lower middle income,Net Energy Use from Fossil Fuels,273358972999.99985
616,India,IND,1998,South Asia,Lower middle income,Net Energy Use from Fossil Fuels,252579572000.00003
617,India,IND,1997,South Asia,Lower middle income,Net Energy Use from Fossil Fuels,245694513000.00015
618,India,IND,1996,South Asia,Lower middle income,Net Energy Use from Fossil Fuels,232692153999.99957
619,India,IND,1995,South Asia,Lower middle income,Net Energy Use from Fossil Fuels,222674483999.99973
620,Germany,DEU,1990,Europe & Central Asia,High income,Net Energy Use from Fossil Fuels,304976714999.99994
621,India,IND,1994,South Asia,Lower middle income,Net Energy Use from Fossil Fuels,203649579000.00015
622,Germany,DEU,1996,Europe & Central Asia,High income,Net Energy Use from Fossil Fuels,298838289999.9998
623,Germany,DEU,2001,Europe & Central Asia,High income,Net Energy Use from Fossil Fuels,289838912000.0004
624,Germany,DEU,2006,Europe & Central Asia,High income,Net Energy Use from Fossil Fuels,281496976999.99963
625,Germany,DEU,1997,Europe & Central Asia,High income,Net Energy Use from Fossil Fuels,291820540999.9998
626,Germany,DEU,1991,Europe & Central Asia,High income,Net Energy Use from Fossil Fuels,299865020999.99994
627,Germany,DEU,1998,Europe & Central Asia,High income,Net Energy Use from Fossil Fuels,291059225999.99976
628,Germany,DEU,2004,Europe & Central Asia,High income,Net Energy Use from Fossil Fuels,280315003000.0001
629,Germany,DEU,2002,Europe & Central Asia,High income,Net Energy Use from Fossil Fuels,282226208999.9997
630,India,IND,1993,South Asia,Lower middle income,Net Energy Use from Fossil Fuels,192543803999.99957
631,Germany,DEU,1992,Europe & Central Asia,High income,Net Energy Use from Fossil Fuels,290431597000.00006
632,Germany,DEU,2003,Europe & Central Asia,High income,Net Energy Use from Fossil Fuels,280416828999.9998
633,Germany,DEU,2005,Europe & Central Asia,High income,Net Energy Use from Fossil Fuels,275863103000.0002
634,Germany,DEU,2000,Europe & Central Asia,High income,Net Energy Use from Fossil Fuels,281453904000.0
635,Germany,DEU,1995,Europe & Central Asia,High income,Net Energy Use from Fossil Fuels,288743706000.0002
636,Germany,DEU,1999,Europe & Central Asia,High income,Net Energy Use from Fossil Fuels,281139475999.9998
637,Germany,DEU,1993,Europe & Central Asia,High income,Net Energy Use from Fossil Fuels,287772519999.99994
638,Germany,DEU,1994,Europe & Central Asia,High income,Net Energy Use from Fossil Fuels,286439692000.00037
639,Germany,DEU,2008,Europe & Central Asia,High income,Net Energy Use from Fossil Fuels,267830834000.0
640,India,IND,1992,South Asia,Lower middle income,Net Energy Use from Fossil Fuels,185115862000.00027
641,Germany,DEU,2007,Europe & Central Asia,High income,Net Energy Use from Fossil Fuels,266489333999.9997
642,Germany,DEU,2010,Europe & Central Asia,High income,Net Energy Use from Fossil Fuels,260058029000.00012
643,India,IND,1991,South Asia,Lower middle income,Net Energy Use from Fossil Fuels,175383510999.99994
644,Germany,DEU,2013,Europe & Central Asia,High income,Net Energy Use from Fossil Fuels,257622086000.00024
645,Germany,DEU,2012,Europe & Central Asia,High income,Net Energy Use from Fossil Fuels,251394880999.99988
646,Germany,DEU,2011,Europe & Central Asia,High income,Net Energy Use from Fossil Fuels,249669596999.99976
647,Germany,DEU,2009,Europe & Central Asia,High income,Net Energy Use from Fossil Fuels,248259638000.00018
648,Germany,DEU,2014,Europe & Central Asia,High income,Net Energy Use from Fossil Fuels,243970229000.00018
649,India,IND,1990,South Asia,Lower middle income,Net Energy Use from Fossil Fuels,164363610999.9999
650,Brazil,BRA,2014,Latin America & Caribbean,Upper middle income,Net Energy Use from Fossil Fuels,179238580999.9999
651,Brazil,BRA,2013,Latin America & Caribbean,Upper middle income,Net Energy Use from Fossil Fuels,170415868999.99988
652,Brazil,BRA,2012,Latin America & Caribbean,Upper middle income,Net Energy Use from Fossil Fuels,159320338999.9998
653,Canada,CAN,2014,North America,High income,Net Energy Use from Fossil Fuels,204852030000.0
654,Canada,CAN,2008,North America,High income,Net Energy Use from Fossil Fuels,204549200000.0001
655,Canada,CAN,2011,North America,High income,Net Energy Use from Fossil Fuels,202920647000.00015
656,Canada,CAN,2013,North America,High income,Net Energy Use from Fossil Fuels,198792519999.9999
657,Canada,CAN,2005,North America,High income,Net Energy Use from Fossil Fuels,205691976999.9999
658,France,FRA,2005,Europe & Central Asia,High income,Net Energy Use from Fossil Fuels,141651853999.99988
659,Canada,CAN,2007,North America,High income,Net Energy Use from Fossil Fuels,201883512000.00003
660,Canada,CAN,2004,North America,High income,Net Energy Use from Fossil Fuels,203089198000.00012
661,Brazil,BRA,2011,Latin America & Caribbean,Upper middle income,Net Energy Use from Fossil Fuels,147357080999.99985
662,France,FRA,2004,Europe & Central Asia,High income,Net Energy Use from Fossil Fuels,141384315000.0
663,Canada,CAN,2012,North America,High income,Net Energy Use from Fossil Fuels,199839756000.00015
664,"Korea, Rep.",KOR,2014,East Asia & Pacific,High income,Net Energy Use from Fossil Fuels,221158965000.0001
665,Canada,CAN,2006,North America,High income,Net Energy Use from Fossil Fuels,200115897000.00003
666,France,FRA,2006,Europe & Central Asia,High income,Net Energy Use from Fossil Fuels,138293369999.99985
667,Brazil,BRA,2010,Latin America & Caribbean,Upper middle income,Net Energy Use from Fossil Fuels,142212269999.9997
668,France,FRA,2003,Europe & Central Asia,High income,Net Energy Use from Fossil Fuels,140084219000.00015
669,Canada,CAN,2010,North America,High income,Net Energy Use from Fossil Fuels,199657568000.00024
670,France,FRA,2008,Europe & Central Asia,High income,Net Energy Use from Fossil Fuels,134541411999.99991
671,Canada,CAN,2003,North America,High income,Net Energy Use from Fossil Fuels,202048738000.0001
672,"Korea, Rep.",KOR,2013,East Asia & Pacific,High income,Net Energy Use from Fossil Fuels,222049755999.99973
673,"Korea, Rep.",KOR,2012,East Asia & Pacific,High income,Net Energy Use from Fossil Fuels,219267425999.99982
674,France,FRA,2007,Europe & Central Asia,High income,Net Energy Use from Fossil Fuels,136170905999.99998
675,Canada,CAN,2009,North America,High income,Net Energy Use from Fossil Fuels,196829485000.00003
676,France,FRA,2010,Europe & Central Asia,High income,Net Energy Use from Fossil Fuels,130175414999.99991
677,France,FRA,2002,Europe & Central Asia,High income,Net Energy Use from Fossil Fuels,137925805999.99982
678,France,FRA,2001,Europe & Central Asia,High income,Net Energy Use from Fossil Fuels,139121295999.99988
679,"Korea, Rep.",KOR,2011,East Asia & Pacific,High income,Net Energy Use from Fossil Fuels,215551141999.99988
680,Canada,CAN,2000,North America,High income,Net Energy Use from Fossil Fuels,193011351000.00003
681,France,FRA,2009,Europe & Central Asia,High income,Net Energy Use from Fossil Fuels,128770831000.00018
682,France,FRA,2013,Europe & Central Asia,High income,Net Energy Use from Fossil Fuels,122819251000.00018
683,Ukraine,UKR,1991,Europe & Central Asia,Lower middle income,Net Energy Use from Fossil Fuels,231297738000.00024
684,Ukraine,UKR,1990,Europe & Central Asia,Lower middle income,Net Energy Use from Fossil Fuels,231428615000.0
685,France,FRA,2012,Europe & Central Asia,High income,Net Energy Use from Fossil Fuels,123468225999.99982
686,France,FRA,2000,Europe & Central Asia,High income,Net Energy Use from Fossil Fuels,133019365000.00009
687,France,FRA,2011,Europe & Central Asia,High income,Net Energy Use from Fossil Fuels,122363443000.00018
688,Canada,CAN,2002,North America,High income,Net Energy Use from Fossil Fuels,188426059000.0
689,France,FRA,1996,Europe & Central Asia,High income,Net Energy Use from Fossil Fuels,134877460000.00012
690,"Korea, Rep.",KOR,2010,East Asia & Pacific,High income,Net Energy Use from Fossil Fuels,207194265000.00003
691,Canada,CAN,2001,North America,High income,Net Energy Use from Fossil Fuels,190322823999.99997
692,France,FRA,1998,Europe & Central Asia,High income,Net Energy Use from Fossil Fuels,136914993999.99985
693,France,FRA,1999,Europe & Central Asia,High income,Net Energy Use from Fossil Fuels,134754947999.99985
694,Brazil,BRA,2008,Latin America & Caribbean,Upper middle income,Net Energy Use from Fossil Fuels,130676967000.00012
695,Canada,CAN,1999,North America,High income,Net Energy Use from Fossil Fuels,186431096000.00003
696,France,FRA,1997,Europe & Central Asia,High income,Net Energy Use from Fossil Fuels,128448988999.99991
697,France,FRA,2014,Europe & Central Asia,High income,Net Energy Use from Fossil Fuels,112163353999.99994
698,Canada,CAN,1997,North America,High income,Net Energy Use from Fossil Fuels,180061403000.00003
699,Brazil,BRA,2009,Latin America & Caribbean,Upper middle income,Net Energy Use from Fossil Fuels,123397222000.00006
700,Canada,CAN,1998,North America,High income,Net Energy Use from Fossil Fuels,181879808000.00003
701,Canada,CAN,1996,North America,High income,Net Energy Use from Fossil Fuels,174644488000.0001
702,"Iran, Islamic Rep.",IRN,2014,Middle East & North Africa,Lower middle income,Net Energy Use from Fossil Fuels,234757968000.00015
703,France,FRA,1995,Europe & Central Asia,High income,Net Energy Use from Fossil Fuels,127000650000.0
704,France,FRA,1991,Europe & Central Asia,High income,Net Energy Use from Fossil Fuels,137190705000.00014
705,France,FRA,1993,Europe & Central Asia,High income,Net Energy Use from Fossil Fuels,128190257999.99992
706,Brazil,BRA,2007,Latin America & Caribbean,Upper middle income,Net Energy Use from Fossil Fuels,123994613999.99985
707,Canada,CAN,1995,North America,High income,Net Energy Use from Fossil Fuels,169573553000.0001
708,France,FRA,1992,Europe & Central Asia,High income,Net Energy Use from Fossil Fuels,130682455999.99992
709,Canada,CAN,1994,North America,High income,Net Energy Use from Fossil Fuels,165454791000.00006
710,"Korea, Rep.",KOR,2009,East Asia & Pacific,High income,Net Energy Use from Fossil Fuels,187211785000.0
711,France,FRA,1994,Europe & Central Asia,High income,Net Energy Use from Fossil Fuels,121333902999.99995
712,"Korea, Rep.",KOR,2008,East Asia & Pacific,High income,Net Energy Use from Fossil Fuels,184345724999.99997
713,United Kingdom,GBR,1996,Europe & Central Asia,High income,Net Energy Use from Fossil Fuels,197625212000.00012
714,Indonesia,IDN,2014,East Asia & Pacific,Lower middle income,Net Energy Use from Fossil Fuels,149040487000.0
715,France,FRA,1990,Europe & Central Asia,High income,Net Energy Use from Fossil Fuels,130271249999.99991
716,United Kingdom,GBR,2001,Europe & Central Asia,High income,Net Energy Use from Fossil Fuels,196529378999.99985
717,United Kingdom,GBR,2000,Europe & Central Asia,High income,Net Energy Use from Fossil Fuels,197113132999.99982
718,Canada,CAN,1993,North America,High income,Net Energy Use from Fossil Fuels,161772969999.99997
719,Brazil,BRA,2006,Latin America & Caribbean,Upper middle income,Net Energy Use from Fossil Fuels,119035526999.99973
720,United Kingdom,GBR,2005,Europe & Central Asia,High income,Net Energy Use from Fossil Fuels,196291888000.00018
721,United Kingdom,GBR,2003,Europe & Central Asia,High income,Net Energy Use from Fossil Fuels,197707959000.00003
722,"Korea, Rep.",KOR,2007,East Asia & Pacific,High income,Net Energy Use from Fossil Fuels,181835243000.0001
723,United Kingdom,GBR,1999,Europe & Central Asia,High income,Net Energy Use from Fossil Fuels,193713337999.9999
724,United Kingdom,GBR,2004,Europe & Central Asia,High income,Net Energy Use from Fossil Fuels,196402622000.00003
725,United Kingdom,GBR,1998,Europe & Central Asia,High income,Net Energy Use from Fossil Fuels,192194480999.99982
726,"Iran, Islamic Rep.",IRN,2013,Middle East & North Africa,Lower middle income,Net Energy Use from Fossil Fuels,218664252999.9999
727,Ukraine,UKR,1992,Europe & Central Asia,Lower middle income,Net Energy Use from Fossil Fuels,199078149999.99982
728,United Kingdom,GBR,1997,Europe & Central Asia,High income,Net Energy Use from Fossil Fuels,190187430000.0001
729,United Kingdom,GBR,2006,Europe & Central Asia,High income,Net Energy Use from Fossil Fuels,194025826999.99997
730,United Kingdom,GBR,2002,Europe & Central Asia,High income,Net Energy Use from Fossil Fuels,193741515999.9999
731,Indonesia,IDN,2013,East Asia & Pacific,Lower middle income,Net Energy Use from Fossil Fuels,141962534000.00003
732,"Iran, Islamic Rep.",IRN,2012,Middle East & North Africa,Lower middle income,Net Energy Use from Fossil Fuels,215285299000.0001
733,United Kingdom,GBR,1995,Europe & Central Asia,High income,Net Energy Use from Fossil Fuels,189763532999.99973
734,United Kingdom,GBR,1994,Europe & Central Asia,High income,Net Energy Use from Fossil Fuels,189613415000.00003
735,Canada,CAN,1992,North America,High income,Net Energy Use from Fossil Fuels,158379776000.0001
736,Brazil,BRA,2005,Latin America & Caribbean,Upper middle income,Net Energy Use from Fossil Fuels,116822529000.00027
737,United Kingdom,GBR,1993,Europe & Central Asia,High income,Net Energy Use from Fossil Fuels,188151828999.9999
738,"Korea, Rep.",KOR,2006,East Asia & Pacific,High income,Net Energy Use from Fossil Fuels,172157713000.0001
739,United Kingdom,GBR,1991,Europe & Central Asia,High income,Net Energy Use from Fossil Fuels,192059984000.00003
740,United Kingdom,GBR,1992,Europe & Central Asia,High income,Net Energy Use from Fossil Fuels,189280824999.9999
741,Indonesia,IDN,2010,East Asia & Pacific,Lower middle income,Net Energy Use from Fossil Fuels,142439940000.0
742,Indonesia,IDN,2012,East Asia & Pacific,Lower middle income,Net Energy Use from Fossil Fuels,138518894999.99985
743,Canada,CAN,1990,North America,High income,Net Energy Use from Fossil Fuels,155518053999.99997
744,United Kingdom,GBR,2007,Europe & Central Asia,High income,Net Energy Use from Fossil Fuels,189142363000.00003
745,Canada,CAN,1991,North America,High income,Net Energy Use from Fossil Fuels,152363941999.99997
746,"Korea, Rep.",KOR,2005,East Asia & Pacific,High income,Net Energy Use from Fossil Fuels,169515075999.99988
747,Brazil,BRA,2004,Latin America & Caribbean,Upper middle income,Net Energy Use from Fossil Fuels,114889112999.99973
748,"Korea, Rep.",KOR,2004,East Asia & Pacific,High income,Net Energy Use from Fossil Fuels,171837591000.0001
749,"Iran, Islamic Rep.",IRN,2011,Middle East & North Africa,Lower middle income,Net Energy Use from Fossil Fuels,207100003000.0
750,United Kingdom,GBR,2008,Europe & Central Asia,High income,Net Energy Use from Fossil Fuels,187385839999.9999
751,United Kingdom,GBR,1990,Europe & Central Asia,High income,Net Energy Use from Fossil Fuels,186674090999.99976
752,"Iran, Islamic Rep.",IRN,2008,Middle East & North Africa,Lower middle income,Net Energy Use from Fossil Fuels,203745821000.0
753,Indonesia,IDN,2011,East Asia & Pacific,Lower middle income,Net Energy Use from Fossil Fuels,133425054999.99988
754,"Iran, Islamic Rep.",IRN,2010,Middle East & North Africa,Lower middle income,Net Energy Use from Fossil Fuels,203148635999.99988
755,"Iran, Islamic Rep.",IRN,2009,Middle East & North Africa,Lower middle income,Net Energy Use from Fossil Fuels,203319503999.99982
756,United Kingdom,GBR,2010,Europe & Central Asia,High income,Net Energy Use from Fossil Fuels,178782013999.99973
757,"Korea, Rep.",KOR,2003,East Asia & Pacific,High income,Net Energy Use from Fossil Fuels,166696250000.00003
758,Indonesia,IDN,2009,East Asia & Pacific,Lower middle income,Net Energy Use from Fossil Fuels,132268214000.0
759,Brazil,BRA,2003,Latin America & Caribbean,Upper middle income,Net Energy Use from Fossil Fuels,108723415999.9995
760,"Korea, Rep.",KOR,2002,East Asia & Pacific,High income,Net Energy Use from Fossil Fuels,165778649999.99997
761,United Kingdom,GBR,2009,Europe & Central Asia,High income,Net Energy Use from Fossil Fuels,171149323999.99982
762,Brazil,BRA,2002,Latin America & Caribbean,Upper middle income,Net Energy Use from Fossil Fuels,111883929000.00021
763,Ukraine,UKR,1993,Europe & Central Asia,Lower middle income,Net Energy Use from Fossil Fuels,173159884000.0
764,United Kingdom,GBR,2012,Europe & Central Asia,High income,Net Energy Use from Fossil Fuels,165027203000.0
765,Mexico,MEX,2013,Latin America & Caribbean,Upper middle income,Net Energy Use from Fossil Fuels,173984808999.99966
766,Mexico,MEX,2012,Latin America & Caribbean,Upper middle income,Net Energy Use from Fossil Fuels,174563327000.00046
767,United Kingdom,GBR,2013,Europe & Central Asia,High income,Net Energy Use from Fossil Fuels,160097186999.99994
768,"Korea, Rep.",KOR,2001,East Asia & Pacific,High income,Net Energy Use from Fossil Fuels,160014218000.0001
769,"Iran, Islamic Rep.",IRN,2007,Middle East & North Africa,Lower middle income,Net Energy Use from Fossil Fuels,188831636000.00012
770,Brazil,BRA,2001,Latin America & Caribbean,Upper middle income,Net Energy Use from Fossil Fuels,112423994999.99956
771,"Korea, Rep.",KOR,2000,East Asia & Pacific,High income,Net Energy Use from Fossil Fuels,157993651999.99997
772,United Kingdom,GBR,2011,Europe & Central Asia,High income,Net Energy Use from Fossil Fuels,160871509000.00006
773,Mexico,MEX,2014,Latin America & Caribbean,Upper middle income,Net Energy Use from Fossil Fuels,169705036000.00046
774,Brazil,BRA,2000,Latin America & Caribbean,Upper middle income,Net Energy Use from Fossil Fuels,109151103000.00014
775,Indonesia,IDN,2008,East Asia & Pacific,Lower middle income,Net Energy Use from Fossil Fuels,119160403000.00009
776,Brazil,BRA,1999,Latin America & Caribbean,Upper middle income,Net Energy Use from Fossil Fuels,106952648999.99963
777,Italy,ITA,2005,Europe & Central Asia,High income,Net Energy Use from Fossil Fuels,167347689000.00018
778,Italy,ITA,2006,Europe & Central Asia,High income,Net Energy Use from Fossil Fuels,164694205000.00003
779,Italy,ITA,2007,Europe & Central Asia,High income,Net Energy Use from Fossil Fuels,162306121000.0001
780,Indonesia,IDN,2006,East Asia & Pacific,Lower middle income,Net Energy Use from Fossil Fuels,119922274999.99998
781,Mexico,MEX,2011,Latin America & Caribbean,Upper middle income,Net Energy Use from Fossil Fuels,166108443999.9995
782,Indonesia,IDN,2007,East Asia & Pacific,Lower middle income,Net Energy Use from Fossil Fuels,118272414000.0
783,Italy,ITA,2004,Europe & Central Asia,High income,Net Energy Use from Fossil Fuels,165315589999.99997
784,Mexico,MEX,2006,Latin America & Caribbean,Upper middle income,Net Energy Use from Fossil Fuels,162799220000.00037
785,Brazil,BRA,1998,Latin America & Caribbean,Upper middle income,Net Energy Use from Fossil Fuels,104676788000.00021
786,Italy,ITA,2008,Europe & Central Asia,High income,Net Energy Use from Fossil Fuels,157732647999.99988
787,Italy,ITA,2003,Europe & Central Asia,High income,Net Energy Use from Fossil Fuels,163831148000.00006
788,Mexico,MEX,2007,Latin America & Caribbean,Upper middle income,Net Energy Use from Fossil Fuels,161360745000.00018
789,"Iran, Islamic Rep.",IRN,2006,Middle East & North Africa,Lower middle income,Net Energy Use from Fossil Fuels,178316951000.00015
790,Mexico,MEX,2009,Latin America & Caribbean,Upper middle income,Net Energy Use from Fossil Fuels,162941512000.00015
791,Indonesia,IDN,2005,East Asia & Pacific,Lower middle income,Net Energy Use from Fossil Fuels,116841552000.00002
792,Mexico,MEX,2008,Latin America & Caribbean,Upper middle income,Net Energy Use from Fossil Fuels,161147385000.00052
793,United Kingdom,GBR,2014,Europe & Central Asia,High income,Net Energy Use from Fossil Fuels,148410640999.9998
794,Mexico,MEX,2005,Latin America & Caribbean,Upper middle income,Net Energy Use from Fossil Fuels,158333781999.99982
