,Country_Name,Country_Code,Year,Energy_Intensity,Energy_Imports,Energy_Use_PerCapita,Energy_Use_FF_Perc,Energy_Use_RNEW_Perc,Natural_Resc_Depl,Cooling_Degree_Days,Total_Population,Region,Income_Group,Energy_Use_Net,Energy_Use_FF_Net,Energy_Use_RNEW_Net,Energy_Use_FF_perCapita,Energy_Use_RNEW_perCapita
6479,Japan,JPN,1991,4.91785542506093,82.2639986169808,3574.00592914072,83.8847678901191,4.73056921825984,0.0031514621636143,,123964000.0,East Asia & Pacific,High income,443048071000.00024,371649846000.00024,20958695668.82001,2998.046578038787,169.07082434271248
6502,Japan,JPN,2014,3.87124396418894,93.9812595165796,3470.76312894811,94.4074689015954,5.71990013122559,0.0077412804123324,,127276000.0,East Asia & Pacific,High income,441744847999.99963,417040129999.9995,25267364140.43426,3276.6596216097264,198.52418476723236
5992,India,IND,2000,6.94959487076476,20.445539766836,417.287588979865,63.7273945117512,51.5536994934082,1.43095708583307,,1056575548.0,South Asia,Lower middle income,440895862999.99963,280971445999.9998,227298128289.88855,265.9265080777734,215.12718964596795
6478,Japan,JPN,1990,5.03147197449383,82.9987386000423,3552.8585820956,84.552053391071,4.55066402367469,0.0046214494633786,,123478000.0,East Asia & Pacific,High income,438699872000.0005,370929750000.00055,19963757247.010937,3004.01488524272,161.67865730746317
5991,India,IND,1999,7.05054707851972,20.0624132223184,414.96249255415,63.4604001610669,51.7172937036599,1.11566975494268,,1038058154.0,South Asia,Lower middle income,430755198999.9997,273358972999.99985,222774931410.6145,263.33685829320103,214.6073710342576
5990,India,IND,1998,7.25603779427374,17.2303762553765,399.498829204299,62.0158176745031,52.7122557076625,0.985346850402882,,1019483586.0,South Asia,Lower middle income,407282499000.00024,252579572000.00003,214687792325.43808,247.75246553111262,210.584844399288
5989,India,IND,1997,7.52418202136383,14.934121714559,397.378185506455,61.7732902454048,52.4880731033173,1.23553851565549,,1000900028.0,South Asia,Lower middle income,397735837000.0,245694513000.00015,208763876882.65094,245.47357990482556,208.57615250526393
5988,India,IND,1996,7.53016367474512,14.25698889967,389.426516032456,60.8251557989438,53.767409699754,1.25045779015916,,982365248.0,South Asia,Lower middle income,382559075999.99963,232692153999.99957,205692105736.5131,236.86928509914023,209.3845503546488
5987,India,IND,1995,7.85816030317115,13.0550774850558,385.09185736623,59.9879419310204,54.4841170038941,1.29180630612643,,963922586.0,South Asia,Lower middle income,371198738999.9996,222674483999.99973,202244355273.73926,231.00867977794195,209.8138981398857
4804,Germany,DEU,1990,5.88225583504454,46.9936195790611,4421.36453086788,86.8378846422216,2.09803377496266,0.099631036858641,,79433029.0,Europe & Central Asia,High income,351202376999.9997,304976714999.99994,7368344487.931685,3839.419430927151,92.76172117182746
5986,India,IND,1994,7.99411301080985,12.1973688528248,371.225914127569,58.0145500336475,55.5571874605853,1.04646865651917,,945601828.0,South Asia,Lower middle income,351031903000.0003,203649579000.00015,195023452396.1701,215.36504368940382,206.24267701412492
4810,Germany,DEU,1996,5.22496185415016,58.8505278627226,4246.55319132624,85.9086975341013,2.25217383396493,0.0337771036094013,,81914831.0,Europe & Central Asia,High income,347855686999.99963,298838289999.9998,7834314762.572938,3648.1585367611856,95.63975982045227
4815,Germany,DEU,2001,4.69475690925934,61.1764619380255,4209.79608663882,83.6050330188045,3.89969992637634,0.0673457855978963,,82349925.0,Europe & Central Asia,High income,346676392000.00037,289838912000.0004,13519339003.588167,3519.6014082587253,164.16941489124812
4820,Germany,DEU,2006,4.471228450447,60.0112561756504,4204.65468948158,81.2718831767448,8.59440040588379,0.0869358153221505,,82376451.0,Europe & Central Asia,High income,346364530999.9996,281496976999.99963,29767954658.10145,3417.202047220991,361.3648596988168
4811,Germany,DEU,1997,5.08534798270389,58.3931547021266,4203.35736659763,84.6294606624236,2.82442182235482,0.0333267573850989,,82034771.0,Europe & Central Asia,High income,344821458999.99963,291820540999.9998,9739212536.158268,3557.2786690658254,118.72054273374235
4805,Germany,DEU,1991,5.48624741873564,51.1178536550381,4302.89117530285,87.0963647688039,1.98863280907619,0.0777682707701482,,80013896.0,Europe & Central Asia,High income,344291087000.0,299865020999.99994,6846685514.80705,3747.6617936464427,85.56870565091654
4812,Germany,DEU,1998,4.9564622466845,60.3608430537171,4177.29412931179,84.9224619914077,3.04511890616193,0.0200135340552978,,82047195.0,Europe & Central Asia,High income,342735265999.99963,291059225999.99976,10436696383.05037,3547.46101923411,127.2035732976657
4818,Germany,DEU,2004,4.5769511938077,59.7385108217952,4114.38992751247,82.5660216166658,6.34429979324341,0.0576690152408906,,82516260.0,Europe & Central Asia,High income,339504069000.0002,280315003000.0001,21539155947.619976,3397.0880769438663,261.0292316644013
4816,Germany,DEU,2002,4.58939121057672,60.3408053046623,4108.40129887204,83.2781567929544,4.41260004043579,0.0558916684454956,,82488495.0,Europe & Central Asia,High income,338895839999.99976,282226208999.9997,14954117972.8752,3421.4008753584326,181.28731737529216
5985,India,IND,1993,8.21116167819759,11.9849932269031,364.514499446781,56.9568336076519,56.9833633428903,1.29857675013934,,927403866.0,South Asia,Lower middle income,338052155999.9995,192543803999.99957,192633488341.95407,207.61591692566824,207.71262165727705
4806,Germany,DEU,1992,5.28271961464898,51.6908338460102,4190.98422047326,85.9528487218234,2.06262189491575,0.0563545127567669,,80624598.0,Europe & Central Asia,High income,337896418000.0,290431597000.00006,6969525499.804043,3602.270326978871,86.44415814394564
4817,Germany,DEU,2003,4.59786268049527,59.9777430063876,4084.50334562012,83.1823140879026,5.4355001449585,0.0509332942410381,,82534176.0,Europe & Central Asia,High income,337111117999.9998,280416828999.9998,18323675307.561207,3397.584401884618,222.0131852720164
4819,Germany,DEU,2005,4.51146599828359,59.4662125758328,4086.50340728713,81.8556762682578,7.27890014648438,0.0717110170782479,,82469422.0,Europe & Central Asia,High income,337011574000.0002,275863103000.0002,24530735953.55533,3345.0349997602775,297.4525024991121
4814,Germany,DEU,2000,4.63529428201804,59.823394858565,4094.0603595302,83.6219751354806,3.70050001144409,0.0451296275484691,,82211508.0,Europe & Central Asia,High income,336578875999.99994,281453904000.0,12455101344.898386,3423.5341358779115,151.500704072943
4809,Germany,DEU,1995,5.09555443495463,56.9350971287061,4119.68894801371,85.8109547056758,2.31974899616167,0.0290444386789546,,81678051.0,Europe & Central Asia,High income,336488164000.0001,288743706000.0002,7805680806.592837,3535.1444171947765,95.56644301653131
4813,Germany,DEU,1999,4.74968849363069,59.0802692755327,4079.93334441166,83.9313716428922,3.26371214587689,0.0166949988119962,,82100243.0,Europe & Central Asia,High income,334963519000.0,281139475999.9998,10932245053.859644,3424.3440180804314,133.15728010524455
4807,Germany,DEU,1993,5.28141612018821,54.5723663084464,4122.69573982757,86.009309164167,2.11093108509833,0.0440076489066713,,81156363.0,Europe & Central Asia,High income,334582991999.9998,287772519999.99994,7062816383.580055,3545.9021247662367,87.02726591604474
4808,Germany,DEU,1994,5.13012490750797,56.4139732254878,4088.79812984419,86.0218094231372,2.26620206067894,0.027479802144955,,81438348.0,Europe & Central Asia,High income,332984965000.0003,286439692000.00037,7546112138.581054,3517.2581349513666,92.660427475531
4822,Germany,DEU,2008,4.09940667751472,60.0031535195736,4036.83078099396,80.8022517833709,10.2462997436523,0.131066796263224,,82110097.0,Europe & Central Asia,High income,331464566999.9998,267830834000.0,33962853078.819183,3261.8501717273575,413.6257819646612
5984,India,IND,1992,8.40018852696283,11.0455206943752,363.078344788493,56.0702824473676,57.2305674845727,1.40523778430737,,909307018.0,South Asia,Lower middle income,330149687000.00037,185115862000.00027,188946539418.64075,203.57905342813518,207.79179713604805
4821,Germany,DEU,2007,4.0991916760957,58.4642300466533,3985.81195485319,81.2719501564706,10.4651002883911,0.0705417101160375,,82266372.0,Europe & Central Asia,High income,327898288999.99976,266489333999.9997,34314884787.768463,3239.347105278931,417.11921838206814
4824,Germany,DEU,2010,4.11533555707247,60.6644097086953,3997.07942080976,79.560350259586,11.6059999465942,0.0755294911241404,,81776930.0,Europe & Central Asia,High income,326868884000.0003,260058029000.00012,37936402502.47309,3180.0903873500765,463.90103544450847
5983,India,IND,1991,8.54836655208097,8.79744283202606,357.366762834635,55.0634924018219,57.6047933357271,1.45504826682188,,891273202.0,South Asia,Lower middle income,318511418999.9997,175383510999.99994,183477844665.64163,196.77862030008612,205.8603851814695
4827,Germany,DEU,2013,3.83175597713428,62.093783982408,3939.52956270835,81.0882680135356,13.6276998519897,0.055716100481957,,80645605.0,Europe & Central Asia,High income,317705745000.0003,257622086000.00024,43295985341.127815,3194.4962902814136,536.8672643862963
4826,Germany,DEU,2012,3.77181071456031,60.6954585991601,3876.94810409338,80.6252229786616,13.641900062561,0.0762299749158617,,80425823.0,Europe & Central Asia,High income,311806741999.99976,251394880999.99988,42536364131.967384,3125.7980536922814,528.8893858377724
4825,Germany,DEU,2011,3.77303671283679,60.5645102225714,3869.81622904859,80.3702087567313,12.5438003540039,0.0947802139950226,,80274983.0,Europe & Central Asia,High income,310649431999.99963,249669596999.99976,38967244550.927055,3110.179381788219,485.42202183869733
4823,Germany,DEU,2009,4.06809836556386,59.3175464598352,3790.50115157318,79.9674688538157,10.7170000076294,0.0786393233632155,,81902307.0,Europe & Central Asia,High income,310450789000.0001,248259638000.00018,33271011080.815548,3031.1678277878077,406.2280087032902
4828,Germany,DEU,2014,3.64039942390138,60.8759102791018,3779.46192078536,79.7105269369918,14.0247001647949,0.0409760816864332,,80982500.0,Europe & Central Asia,High income,306070275000.0004,243970229000.00018,42925438362.31326,3012.6290124409616,530.0582022327449
5982,India,IND,1990,8.2915979089233,8.25988779306431,350.075733460848,53.7639597347536,58.652858348278,1.76351948924657,,873277799.0,South Asia,Lower middle income,305713366000.0,164363610999.9999,179309627511.7327,188.21457637903367,205.32942405848644
1542,Brazil,BRA,2014,4.04384438186657,11.870133377942,1495.5411407278,59.1075326389753,41.8292007446289,1.76822362041985,,202763744.0,Latin America & Caribbean,Upper middle income,303241520999.99963,179238580999.9999,126843504560.15584,883.9774678849878,625.5729059735445
1541,Brazil,BRA,2013,3.93983205111742,13.8908191836356,1461.07677362945,58.0180822526514,42.4313011169434,1.8752236324561,,201035904.0,Latin America & Caribbean,Upper middle income,293728889999.9998,170415868999.99988,124632989783.35538,847.6887242987196,619.9538853684334
1540,Brazil,BRA,2012,3.89295356881582,10.5852440118198,1413.73338546845,56.5488922662768,43.5511016845703,1.97433089580582,,199287292.0,Latin America & Caribbean,Upper middle income,281739097999.9996,159320338999.9998,122700481055.17097,799.4505690809415,615.6964642540828
2038,Canada,CAN,2014,7.64719111276872,-67.9272217430383,7897.85561511436,73.1928743182183,22.4167995452881,0.473029319208165,,35437435.0,North America,High income,279879745000.0002,204852030000.0,62740081404.513535,5780.667534205001,1770.4464616164666
2032,Canada,CAN,2008,8.24577829554712,-50.4282560415369,8194.88077131979,75.0760026838519,21.9081993103027,2.04314771662608,,33247118.0,North America,High income,272456168000.00006,204549200000.0001,59690240318.653175,6152.388907814508,1795.3508126224106
2035,Canada,CAN,2011,7.96837510614799,-52.9620789163126,7911.55458837168,74.6917469799152,21.8441009521484,0.793460028778182,,34339328.0,North America,High income,271677468000.00012,202920647000.00015,59345500374.16068,5909.278335324447,1728.2079711682384
2037,Canada,CAN,2013,7.66160054426058,-64.4437480511021,7743.72574213676,73.1735157237361,22.3980007171631,0.483145465862315,,35082954.0,North America,High income,271672773999.99982,198792519999.9999,60849269868.85684,5666.356373525442,1734.4397472589353
2029,Canada,CAN,2005,8.69429228041314,-48.9536448704213,8422.03430847519,75.745137887563,21.9923000335693,2.36437341767665,,32243753.0,North America,High income,271557993999.99982,205691976999.9999,59721848805.62208,6379.281499892395,1852.199054050007
4571,France,FRA,2005,4.93206864531416,49.381845014349,4287.15707390243,52.2971079398512,8.660400390625,0.0092607206071287,,63179356.0,Europe & Central Asia,High income,270859822999.99994,141651853999.99988,23457545169.13818,2242.05916248972,371.2849679749534
2031,Canada,CAN,2007,8.25717246043358,-53.2917175763433,8213.38954256017,74.7355837888856,21.8414993286133,1.74094857440136,,32889025.0,North America,High income,270130373999.99997,201883512000.00003,59000523823.59058,6138.324623487623,1793.9274217946743
2028,Canada,CAN,2004,8.92365320648206,-48.2377563683902,8455.5470136727,75.1971356476301,21.5790996551514,2.29461191575015,,31940655.0,North America,High income,270075710000.0,203089198000.00012,58279906605.2577,6358.329157620597,1824.63091646861
1539,Brazil,BRA,2011,3.80276505686312,7.71262147110912,1367.18804920798,54.5687094244576,45.3432998657227,2.20201932025721,,197514541.0,Latin America & Caribbean,Upper middle income,270039519999.99957,147357080999.99985,122444829309.55803,746.056873858213,619.9281768806987
4570,France,FRA,2004,4.99064323415997,49.2438301165299,4301.7368132038,52.4150385403935,8.95250034332275,0.0081989397561586,,62704901.0,Europe & Central Asia,High income,269739980999.9998,141384315000.0,24148472725.103703,2254.757008547067,385.11300297091134
2036,Canada,CAN,2012,7.73890689948821,-59.1141604001908,7733.41165473909,74.4394791451663,22.1692008972168,0.516502885247437,,34714222.0,North America,High income,268459369000.00012,199839756000.00015,59515296841.01059,5756.711355939366,1714.435565947887
6874,"Korea, Rep.",KOR,2014,6.62553280898562,81.7042956517353,5289.27583193211,82.3950038022924,2.86770009994507,0.0033583446725585,,50746659.0,East Asia & Pacific,High income,268413077000.0001,221158965000.0001,7697282077.394641,4358.099022834194,151.68056831868756
2030,Canada,CAN,2006,8.37303659542832,-53.8094922964823,8239.94637098436,74.5630719142971,21.9150009155273,1.95945890187671,,32571174.0,North America,High income,268384727000.00015,200115897000.00003,58816515379.18548,6143.957138296582,1805.784322640181
4572,France,FRA,2006,4.74010541942815,48.8981233363882,4188.84325922155,51.8924519811957,8.52379989624023,0.0124585168851454,,63621376.0,Europe & Central Asia,High income,266499971999.99973,138293369999.99985,22715924336.81622,2173.693476859096,357.0486173831924
1538,Brazil,BRA,2010,3.89055964375559,7.24426019949055,1358.50240216015,53.4879028437786,46.9241981506348,1.72158131501748,,195713637.0,Latin America & Caribbean,Upper middle income,265877445999.99963,142212269999.9997,124760859598.88687,726.6344449978195,637.4663590707625
4569,France,FRA,2003,5.0556274959923,48.9465893633067,4270.9498676839,52.693992518837,8.90769958496094,0.0088343213850374,,62244880.0,Europe & Central Asia,High income,265844762000.00024,140084219000.00015,23680652761.31442,2250.534003760633,380.44338363756856
2034,Canada,CAN,2010,8.01211149466309,-51.374873798441,7788.56078606815,75.3853926921305,21.8761005401611,0.57930873800161,,34004889.0,North America,High income,264849145000.00018,199657568000.00024,57938665239.9571,5871.437133642761,1703.8333881918304
4574,France,FRA,2008,4.58910194670539,48.5180917888075,4110.58597782222,50.8434654962609,10.6001996994019,0.0141315147897428,,64374979.0,Europe & Central Asia,High income,264618885999.99988,134541411999.99991,28050130358.33264,2089.9643633281794,435.73032246476765
2027,Canada,CAN,2003,8.99051210574121,-47.0464527990546,8341.34314379952,76.5470387654659,21.1805992126465,1.65403341844823,,31644028.0,North America,High income,263953696000.00006,202048738000.0001,55906974456.72734,6385.051169844751,1766.746460239744
6873,"Korea, Rep.",KOR,2013,6.72959855828112,83.4730685229819,5231.6754603358,84.1647175339902,1.91509997844696,0.005314379089568,,50428893.0,East Asia & Pacific,High income,263827601999.99982,222049755999.99973,5052562349.039127,4403.224873486708,100.1918156133058
6872,"Korea, Rep.",KOR,2012,6.9152461219048,82.4468246270735,5248.51989108414,83.2213632229225,1.6143000125885,0.0089367483502674,,50199853.0,East Asia & Pacific,High income,263474926999.99985,219267425999.99982,4253275779.728539,4367.8898023864695,84.7268572624812
4573,France,FRA,2007,4.57793635586042,49.0390754021344,4115.5272396794,51.685506010111,9.45499992370605,0.0111606612315982,,64016227.0,Europe & Central Asia,High income,263460525999.99988,136170905999.99998,24910192532.295547,2127.1310788122514,389.1230973717889
2033,Canada,CAN,2009,8.1768212385016,-50.1977151257696,7797.12113645126,75.0660005129962,22.5,0.537008026685952,,33628895.0,North America,High income,262208568000.0001,196829485000.00003,58996927800.00002,5852.986992287438,1754.3522557015335
4576,France,FRA,2010,4.57721334867775,48.1634659237485,4016.84807067409,49.8363783215558,11.9933996200562,0.0108616959720161,,65027505.0,Europe & Central Asia,High income,261205607999.99976,130175414999.99991,31327432397.43746,2001.8516011032546,481.75664124646113
4568,France,FRA,2002,5.00716538154063,48.6584548549983,4225.46803697924,52.8135340747216,8.73250007629395,0.0113649618614751,,61805266.0,Europe & Central Asia,High income,261156175999.9998,137925805999.99982,22805463268.446346,2231.619001526501,368.9889995529887
4567,France,FRA,2001,5.05091109835806,49.3285878349051,4246.00480346048,53.4005781295709,9.45740032196045,0.0133826506644893,,61357432.0,Europe & Central Asia,High income,260523950999.99976,139121295999.99988,24638792980.658062,2267.391112457247,401.56167195292755
6871,"Korea, Rep.",KOR,2011,6.99386853595585,81.9503016091928,5216.58780873474,82.7455231406255,1.34759998321533,0.0076928363992506,,49936638.0,East Asia & Pacific,High income,260498856999.99994,215551141999.99988,3510482553.2081256,4316.492872427652,70.29873643492232
2024,Canada,CAN,2000,9.21935210065703,-47.8043564157088,8265.07992477285,76.1025718116541,22.0380992889404,2.0564430408991,,30685730.0,North America,High income,253620011000.0,193011351000.00003,55893029840.801575,6289.938385040865,1821.4665201317214
4575,France,FRA,2009,4.52464752958569,49.2453109301466,3913.45794162876,50.8516825886653,11.3165998458862,0.0094860077901996,,64707035.0,Europe & Central Asia,High income,253228260000.00015,128770831000.00018,28656828880.900322,1990.0592107179718,442.87037539118154
4579,France,FRA,2013,4.31050153437464,46.3528750172623,3833.5342590538,48.5435813113108,13.5736999511719,0.0096891620145733,,65998685.0,Europe & Central Asia,High income,253008220000.00012,122819251000.00018,34342576634.600906,1860.9348201407372,520.3524378493437
13981,Ukraine,UKR,1991,21.1894168212928,52.993439575085,4852.5001874982,91.6638945299922,0.700765535658098,,,52000500.0,Europe & Central Asia,Lower middle income,252332436000.00015,231297738000.00024,1768258746.7745283,4447.9906539360245,34.004648931731964
13980,Ukraine,UKR,1990,19.3830630909223,46.1185041051421,4856.64200618985,91.8302098104892,0.650122964829657,,,51891400.0,Europe & Central Asia,Lower middle income,252017952999.99997,231428615000.0,1638426587.9466114,4459.864544028491,31.574145001803984
4578,France,FRA,2012,4.31659316435746,46.7992310665818,3836.65629939189,49.0120270700645,12.5293998718262,0.0126120315612626,,65659814.0,Europe & Central Asia,High income,251914138999.99982,123468225999.99982,31563329808.97805,1880.423024043288,480.7100094584193
4566,France,FRA,2000,4.97920897917369,48.132819614552,4135.47764416171,52.8059388521141,9.32470035552979,0.0140159531556458,,60912500.0,Europe & Central Asia,High income,251902282000.00012,133019365000.00009,23489132985.241665,2183.7777960188814,385.6208985880019
4577,France,FRA,2011,4.31528298948888,46.0602146261342,3847.07219950468,48.6769865100636,10.8296003341675,0.0133603487803773,,65342789.0,Europe & Central Asia,High income,251378427000.0002,122363443000.00018,27223278970.417027,1872.6388155853,416.6225437732238
2026,Canada,CAN,2002,8.69258403587517,-54.1240941269592,7993.87938404109,75.1633668641508,21.7672996520996,1.19760446625728,,31360079.0,North America,High income,250688688999.9999,188426059000.0,54568158128.550026,6008.468888104523,1740.0516793516376
4562,France,FRA,1996,5.63604373298208,47.3834384451985,4191.92418401089,53.8475011646019,10.4949535665609,0.011882555274367,,59753095.0,Europe & Central Asia,High income,250480444000.00018,134877460000.00012,26287806291.115597,2257.2464238044927,439.94049665737975
6870,"Korea, Rep.",KOR,2010,6.95979785009228,82.0199507116628,5045.48774882698,82.8695300921611,1.31500005722046,0.0068712093290085,,49554112.0,East Asia & Pacific,High income,250024665000.00006,207194265000.00003,3287824487.815264,4181.171988310476,66.3481667841261
2025,Canada,CAN,2001,8.9266052691485,-51.6681952783461,8056.3494253004,76.1549534400917,21.5272006988525,2.02177009564723,,31020902.0,North America,High income,249915226000.00003,190322823999.99997,53799752278.01081,6135.309153808615,1734.306509785267
4564,France,FRA,1998,5.30525458900133,49.8077652299268,4151.62747047151,54.7942648653587,9.70928588525048,0.0025184471720008,,60186284.0,Europe & Central Asia,High income,249871029999.9999,136914993999.99985,24260692647.119984,2274.8537523931504,403.0933799986719
4565,France,FRA,1999,5.12201148310623,49.034731871795,4123.52695290461,54.0187015137821,9.77901435150414,0.0053188709607748,,60496708.0,Europe & Central Asia,High income,249459805999.99994,134754947999.99985,24394710229.97438,2227.4757165298956,403.24029251268314
1536,Brazil,BRA,2008,3.90636388185477,8.20766994243933,1294.48083319241,52.5694606110172,47.1814002990723,2.74152256776743,,192030362.0,Latin America & Caribbean,Upper middle income,248579623000.00012,130676967000.00012,117283346989.55487,680.5015917222512,610.7541837032774
2023,Canada,CAN,1999,9.42412164954269,-48.7356760905854,8107.51515577335,75.6377547258236,21.7050808564312,1.04055310707124,,30401286.0,North America,High income,246478887000.00015,186431096000.00003,53498441717.38172,6132.342427882821,1759.7427200080194
4563,France,FRA,1997,5.3387047960414,46.9818133583259,4049.23318315811,52.9006753811753,9.98545318666425,0.0090054023596371,,59964841.0,Europe & Central Asia,High income,242811623999.99994,128448988999.99991,24245841046.29921,2142.071701649303,404.3342839231277
4580,France,FRA,2014,4.08202291575321,43.4852718520015,3659.08779468449,46.2259230612383,13.3534002304077,0.0071694378032069,,66312067.0,Europe & Central Asia,High income,242641675000.00012,112163353999.99994,32400913988.51512,1691.4471087140132,488.6126380062187
2021,Canada,CAN,1997,10.0636252806348,-52.3839011182034,8056.24362752186,74.7361057993359,21.3111503833538,1.32712830007014,,29905948.0,North America,High income,240929603000.0001,180061403000.00003,51344870013.34731,6020.922760916994,1716.878194710541
1537,Brazil,BRA,2009,3.78343893790351,4.09870812396052,1240.17730372725,51.3185079919958,49.038501739502,1.19473483080622,,193886505.0,Latin America & Caribbean,Upper middle income,240453643000.0,123397222000.00006,117914863905.25093,636.4404887281869,608.1643686611966
2022,Canada,CAN,1998,9.63754430024114,-53.5360828039117,7948.39727830446,75.8827561782628,21.5240367061502,0.873401475561248,,30155173.0,North America,High income,239685295000.00015,181879808000.00003,51589950875.044426,6031.46292677545,1710.8159477328954
2020,Canada,CAN,1996,10.3869578020974,-51.2684199598067,8053.45485804934,73.2370849547728,21.5792375247257,1.59927927445168,,29610218.0,North America,High income,238464554000.00003,174644488000.0001,51458832519.93778,5898.115576183873,1737.874152765028
6130,"Iran, Islamic Rep.",IRN,2014,7.69766929431342,-33.3952721926989,3060.38641403018,99.0225805453018,0.934099972248077,5.28181135486827,,77465769.0,Middle East & North Africa,Lower middle income,237075187000.00027,234757968000.00015,2214519255.974079,3030.4736018305084,28.587068644139826
4561,France,FRA,1995,5.40804649600304,46.064588631991,3981.35217510008,53.5738219802218,10.701408694358,0.010491591926556,,59541904.0,Europe & Central Asia,High income,237057289000.00015,127000650000.0,25368469335.655384,2132.9625266938056,426.06076781917125
4557,France,FRA,1991,5.69837990787257,49.949102912783,4043.09915952048,57.9447844498674,11.0122219269501,0.0148794444625587,,58559309.0,Europe & Central Asia,High income,236761093000.0001,137190705000.00014,26072656997.832726,2342.7650930785426,445.2350521730495
4559,France,FRA,1993,5.63795068605657,46.5674169847302,4001.90220211367,54.1940255085975,10.8601325704973,0.0129315302465813,,59106758.0,Europe & Central Asia,High income,236539464999.99976,128190257999.99992,25688499480.545033,2168.7919002426074,434.6118844911953
1535,Brazil,BRA,2007,3.8886675500881,8.08408472218143,1238.41162839544,52.6606402553194,47.3348999023438,2.30511864706022,,190130445.0,Latin America & Caribbean,Upper middle income,235459753999.99963,123994613999.99985,111454638866.20479,652.1554925093656,586.2009046799674
2019,Canada,CAN,1995,10.3491504945852,-50.505881068043,7979.89844555264,72.5201814385532,21.9235763153267,1.15711821221211,,29302311.0,North America,High income,233829466000.00003,169573553000.0001,51263781426.230896,5787.03683132706,1749.479125596302
4558,France,FRA,1992,5.51240636206998,48.3553336751213,3954.00326137696,56.1597057816164,11.2582017613576,0.0126960010447748,,58851216.0,Europe & Central Asia,High income,232697899999.99994,130682455999.99992,26197599076.442142,2220.5565981848176,445.14966481647787
2018,Canada,CAN,1994,10.4870254806118,-47.8357572141914,7957.24563262571,71.6982666019181,21.6926930236164,1.23195108232802,,29000663.0,North America,High income,230765399000.0,165454791000.00006,50059229609.79355,5705.207187849466,1726.140868220618
6869,"Korea, Rep.",KOR,2009,6.79668710182169,80.6620095002273,4649.76574209758,81.6556380484376,1.2069000005722,0.0066707317563893,,49307835.0,East Asia & Pacific,High income,229269882000.00003,187211785000.0,2767058207.1698823,3796.7958844674486,56.11802276798165
4560,France,FRA,1994,5.30022745820351,45.6143858095454,3836.11183403228,53.3134830299191,10.9344888752186,0.0126432215381217,,59327200.0,Europe & Central Asia,High income,227585773999.99988,121333902999.99995,24885341139.61013,2045.1648316455178,419.4592217332039
6868,"Korea, Rep.",KOR,2008,6.78036414200619,80.2972848634018,4629.77792060244,81.1693776972217,1.06079995632172,0.0062513561563402,,49054708.0,East Asia & Pacific,High income,227112403999.99988,184345724999.99997,2409208282.433207,3757.9619269163713,49.11268215954332
14110,United Kingdom,GBR,1996,5.56311124752267,-19.168927806693,3879.82278596351,87.5697616197006,0.943586897127666,0.716279537603294,,58166950.0,Europe & Central Asia,High income,225677458000.00018,197625212000.00012,2129462923.4587934,3397.5515649350723,36.60949944012525
6068,Indonesia,IDN,2014,3.68352932328441,-103.091329547663,883.921509289319,66.089475456589,28.3188991546631,2.77396009674077,,255128076.0,East Asia & Pacific,Lower middle income,225513194000.0001,149040487000.0,63862853989.319786,584.1790889372755,250.31684082201826
4556,France,FRA,1990,5.44753280318395,50.0589872881943,3846.62525656935,58.1539584917482,10.4080191320525,0.0270368939383381,,58235716.0,Europe & Central Asia,High income,224010975999.9998,130271249999.99991,23315105239.97751,2236.9648550384427,400.3574926421015
14115,United Kingdom,GBR,2001,4.70568221609946,-17.2419075307098,3784.92817441666,87.8289753643526,0.852800011634827,0.866350266612216,,59119673.0,Europe & Central Asia,High income,223763715999.9999,196529378999.99985,1908256996.0825205,3324.263633866849,32.27786791179513
14114,United Kingdom,GBR,2000,4.81793687756031,-22.2118131798278,3785.75312644999,88.410363733096,0.9617999792099,0.893326133367937,,58892514.0,Europe & Central Asia,High income,222952518999.9998,197113132999.99982,2144357281.3899462,3346.99810913149,36.41137278313414
2017,Canada,CAN,1993,10.5845803597509,-42.8923862174091,7770.54644758451,72.5776859158235,21.803058880385,1.32224726267487,,28684764.0,North America,High income,222896291000.00003,161772969999.99997,48598209568.92429,5639.6827946710655,1694.2168172945155
1534,Brazil,BRA,2006,3.90332986778856,7.40182727068512,1184.14512107209,53.4228918773252,46.8240013122559,2.31387603211788,,188167353.0,Latin America & Caribbean,Upper middle income,222817452999.9997,119035526999.99973,104332047116.65504,632.6045677009641,554.4641270298097
14119,United Kingdom,GBR,2005,4.18819530567367,7.86198333154466,3686.35990480058,88.1574477501595,1.35210001468658,0.748740672578907,,60401206.0,Europe & Central Asia,High income,222660584000.0002,196291888000.00018,3010593788.9652276,3249.8008069574007,49.84327281420884
14117,United Kingdom,GBR,2003,4.41946228948578,-10.718130373813,3731.60971819526,88.8249825531305,0.934899985790253,0.704944671678283,,59647577.0,Europe & Central Asia,High income,222581478000.00006,197707959000.00003,2080914206.1937356,3314.601681137862,34.88681872515519
6867,"Korea, Rep.",KOR,2007,6.82262232071621,80.8295276352212,4564.98783020283,81.8192346511184,1.02499997615814,0.0042598301098699,,48683638.0,East Asia & Pacific,High income,222240215000.00006,181835243000.0001,2277962150.7638,3735.0381045886525,46.791124171201005
14113,United Kingdom,GBR,1999,4.98091612188099,-26.8062199147533,3784.07408782037,87.2351552257112,0.948917657048062,0.403862368136261,,58682466.0,Europe & Central Asia,High income,222058798999.99988,193713337999.9999,2107155152.739864,3301.042904366015,35.90774717510788
